,Unnamed: 0,source,reference,translation,avg-score,z-score
3360,3360,Je to úžasný nápad.,it s a great idea ,it s a brilliant idea ,74.66219,0.19565436
3361,3361,"Po shromáždění zpětné vazby od zaměstnanců, kteří byli frustrováni pomalým rozhodováním a kvalitou komunikace, dokázala Errettová přeorganizovat několik týmů v rámci společnosti a zahájit školení komunikace ke zdárnému vyřešení problému.",after gathering feedback from employees frustrated with slow decision making and communication quality  errett was able to reorganize several teams within the company and start communication training to successfully solve the problem ,and  after gathering feedback from employees frustrated by the speed of decision making and the quality of communication  she was able to reorganize several teams within the company and add communication training to address the issues ,63.90325,-0.2758578
3362,3362,"Pracovali zde generace mnoha rodin a zaměstnanci pocházejí většinou z místní komunity a oblasti Glasgow, kde práce ve zdejší továrně představuje kritický pilíř slušného zaměstnání v oblasti z vysokou nezaměstnaností a sociálním odloučením.",generations of many families have worked here  and most of the staff come from the local community and the glasgow area  where work in the local factory is a critical pillar of decent employment in the area of high unemployment and social exclusion ,generations of families have worked here and the workforce is highly concentrated in the local community and the greater glasgow area  a crucial pillar of decent employment in an area of high unemployment and social deprivation ,97.021225,1.1755421
3363,3363,"O pětatřicet let později jsem se stále nepřenesla přes fakt, že Swiss Cottage není ve skutečnosti švýcarský sýr - nepočítaje tématickou hospodu Ye Olde Swiss Cottage - ale stanice metra v Londýně.",thirty five years later  i still did not translate the fact that swiss cottage is not really swiss cheese   not counting the ye olde swiss cottage   but the london underground station ,thirty five years later and i m still not entirely over the day i discovered swiss cottage is not  in fact  a swiss cottage   the theme pub  ye olde swiss cottage  doesn t count   but a large roundabout in north london ,82.57915,0.542616
3364,3364,"Možná by si pak nemusel klást otázku, proč má u nás politika tak špatnou pověst.",perhaps he would not have to ask why politics had so bad a reputation in our country ,perhaps then he would not have had to ask why politics has such a bad reputation in our country ,60.201797,-0.43807456
3365,3365,"Současné hnutí protestující proti nizozemským pravidlům rychle obrátilo svůj hněv proti jakartské vládě, která ovládala celý region s výjimkou zahraničních novinářů nebo dohlížitelů civilních práv.",the current movement  protesting against the dutch rules  quickly turned its anger against the jakarta government  which ruled the whole region except for foreign journalists or civil rights supervisors ,an existing movement agitating for independence against dutch rule swiftly turned its ire against the jakarta government  which maintains tight control over the region  barring foreign journalists or rights monitors ,88.52042,0.802993
3366,3366,V minulosti byl Savov spojován i s vyvedením majetku z někdejšího Socialistického svazu mládeže.,in the past savov was also associated with the transfer of property from the former socialist youth union ,in the past savov was also associated with the seizing of property from the former socialist youth organisation ,48.96311,-0.9306116
3367,3367,Stejný rok vyhrál Valdez ocenění Mezinárodní svobody tisku Výboru pro ochranu novinářů za své statečné reportáže o mexickém obchodu s drogami.,in the same year  valdez won the international press freedom award of the committee for the protection of journalists for his brave reports on mexican drug trafficking ,that same year  valdez won the international press freedom award of the committee to protect journalists for his courage in pursuing the mexican drug story wherever it led ,82.82493,0.5533874
3368,3368,"Přesto, že v roce 2010 byla zřízena zvláštní federální prokuratura s cílem řešit případy novinářů, dosud podle vyjádření Výboru na ochranu novinářů zažalovala dva podezřelé.",despite the fact that a special federal prosecutor s office was established in      to address journalists  cases  two suspects have so far denounced the committee on the protection of journalists ,although a special federal prosecutor s office was established in      to handle the journalists  cases  it has only prosecuted two  according to the committee to protect journalists ,86.09163,0.696551
3369,3369,"Sledovat tuto rekonstrukci není snadné a ještě obtížnější je odvrátit zrak, ale Greeneová říká, že to má svůj smysl.",watching this reconstruction is not easy  and it s even harder to turn away from sight  but greene says it makes sense ,it s difficult to watch  and even more difficult to look away  but greene said that s the point ,64.239265,-0.26113194
3370,3370,"Manažer Arsenalu Arsene Wenger, jehož klub vlastní americký sportovní magnát, sdílí stejný postoj La Ligy o financování klubu.",arsenal manager arsene wenger  whose club owns an american sports mogul  shares la liga s same attitude towards club funding ,arsenal manager arsene wenger  whose club is owned by an american sports tycoon  shares la liga s reservations about a state funding a club ,80.310356,0.44318593
3371,3371,"Ačkoliv PSG uhradila částku za vykoupení Neymara v jednorázové platbě, může pro účely účetnictví částku rozložit na celou délku trvání smlouvy.",although psg has paid neymara s redemption amount in a one off payment  it may spend the amount for accounting purposes for the full duration of the contract ,although psg will have paid neymar s buyout clause in one lump sum  it can spread the amount for accounting purposes over the length of his contract ,97.09217,1.1786513
3372,3372,"Jedna z obyvatelek, která si přála zůstat v anonymitě k tomu řekla: ‚Obsadili to místo v pondělí večer poté, co byli přesunuti na ulici Bentley Heath, kde házeli kamením po ostatních lidech.",one of the people who wished to remain anonymous said   they took the place on monday night after they were moved to bentley heath street  where they were throwing stones on other people ,one anonymous resident said   they moved there on monday night after being moved on from bentley heath where they were throwing rocks at passers by ,45.842514,-1.0673722
3373,3373,"Faltýnek argumentuje tím, že zmiňovaný právník pracuje za podstatně nižší sazby a je spolehlivý.",falt nek argues that the aforementioned lawyer works at considerably lower rates and is reliable ,falt nek argues that the aforementioned lawyer works at considerably lower rates and is reliable ,70.93674,0.03238571
3374,3374,Je to malá Praha.,it s a small prague ,it s a small prague ,90.86692,0.9058289
3375,3375,"„Obrat v názorech EPA - následujíc naše soudní pře - je důležitým vítězstvím pro zdraví a bezpečí těch 6,7 milionu newyorčanů a více než 115 milionů Američanů, kterých se bezprostředně dotýká znečištění ovzduší,“ dodal Schneiderman.",turning to the epa   following our trial  is an important victory for the health and safety of the     million new yorkers and more than     million americans who are directly affected by air pollution   schneiderman added ,the epa s reversal   following our lawsuits   is an important win for the health and safety of those     million new yorkers  and the over     million americans directly impacted by smog pouring into their communities   schneiderman said ,80.22029,0.43923882
3376,3376,"Při současných vysokých teplotách dbáme především na to, aby měli řidiči k dispozici dostatečné množství nápojů.",at the current high temperatures  we must pay particular attention to ensuring that a sufficient number of drinks are available to the driver ,at the current high temperatures  we must pay particular attention to make sure that a sufficient number of drinks are available to the drivers ,47.658783,-0.98777395
3377,3377,Nyní kulturistovi hrozí čtyřletý distanc a trestní stíhání.,now a bodybuilder is facing a four year distance and criminal prosecution ,now the bodybuilder is facing a four year ban and criminal prosecution ,63.931236,-0.27463138
3378,3378,Tento okrajový zájem se však může stát zrcadlem nastaveným současné moderní době.,however  this marginal interest may become the mirror of modern times ,but what seeps in from the fringes can be highly instructive as to the tenor of the era we re living in ,76.993546,0.2978262
3379,3379,"Domnívá se, že CzechTrade postupoval v rozporu se zákonem.",he considers that czechtrade has acted in violation of the law ,it believes that czechtrade acted in violation of the law ,75.16554,0.21771373
3380,3380,"Pro někoho, kdo je tak fascinován starými papíry, je podpora ze strany organizace National Trust a Arts Council England a možnost přebývat téměř čtyři měsíce na hradě téměř jako sen. („Abych pravdu řekl, pobyt jsem si trochu prodloužil.“)",for someone so fascinated with old papers  support from the national trust and arts council england and the opportunity to spend almost four months in the castle almost as a dream    to be honest  i stayed a little longer   ,for someone so smitten with old papers  getting support from the national trust and arts council england and living in a castle for almost four months   i overstayed my welcome a little bit  to be honest   seems too good to be true ,37.914406,-1.4148227
3381,3381,„Chceme toho n---a Rogera!“ zařval muž.,we want that and roger   the man yelled ,we want that n    r roger   the man barked ,84.41358,0.6230104
3382,3382,"Velmi slušná příjezdová cesta, upravené parkoviště, repliky dřevěných táborových baráků.",very good driveway  landscaped parking  replicas of wooden camp houses ,it has a good driveway  orderly parking and replicas of the wooden camp huts ,30.795404,-1.726814
3383,3383,"Rok výroby 2003 ještě měl takovou knížečku s návodem drobných oprav, mezi které patřila mimo jiné výměna žárovky blinkru.",the      production year still had such a booklet with instructions for minor repairs  including the replacement of the light bulb ,the      production year still had a booklet with instructions for minor repairs  including replacing the indicator light ,85.60206,0.67509556
3384,3384,"Není sporu o tom, že je nutné si tyto události neustále připomínat.",there is no question about the need to constantly remind these events ,there is no question about the need to remember these events constantly ,106.335754,1.5837528
3385,3385,Výstavbu ale ukončila Mnichovská dohoda.,however  the munich agreement was completed ,however  the munich agreement put an end to it ,88.00481,0.78039634
3386,3386,Proč jste stále bez angažmá?,why are you still engaging ,why is it that you still don t have a position ,21.209982,-2.1468964
3387,3387,Přitom nechceme nic zázračného.,we do not want anything miraculous at the same time ,we re not asking for miracles  though ,92.27829,0.96768236
3388,3388,Zanechal po sobě ženu a dvě dospělé děti.,he left behind a woman and two adult children ,he left a wife and two adult children ,77.053345,0.30044693
3389,3389,Je to náročné i pro učitelky a kuchařky.,it s also challenging for teachers and cooks ,it is challenging for both the teachers and the cooks ,92.315704,0.969322
3390,3390,Jeho zranění bylo velmi vážné.,his injuries were very serious ,his injuries were very serious ,74.51376,0.18914941
3391,3391,"Různé generace rodiny Darrellů to řešily tím, že si brali bohaté nebo staré paničky - představuji si, že to byli pohlední pánové, kteří s oblibou motali hlavy dědičkám.“",different generations of the darrell family have solved this by taking rich or old ladies   i imagine they were handsome gentlemen who liked to heal their heads   ,different generations of darrell men solved their debt crises by marrying rich old women   i imagine them as a bunch of handsome guys  with a knack for wooing heiresses  ,89.45424,0.8439179
3392,3392,Jaký byl život v Rize?,what was life in riga ,how was life in riga ,17.251402,-2.3203816
3393,3393,"Šéf krizového štábu IAAF Rune Andersen v pondělí řekl, že Rusko stále musí plnit několik kritérií, než bude připuštěno zpět.",iaaf crisis chief of staff  rune andersen  said on monday that russia still has to meet several criteria before being admitted back ,the head of the iaaf s task force  rune andersen  said on monday that russia had yet to meet several of the criteria for reinstatement ,87.45015,0.7560884
3394,3394,"„Musíme dál zápasit s ideologickým tažením Trumpovy administrativy, která se snaží napomáhat znečišťovatelům a zvláštním zájmům.“",we must continue to struggle with the ideological pull of the trump s administration  trying to help polluters and special interests  ,we ve got to keep fighting the trump administration s ideological crusade to pander to polluters and special interests  ,100.639206,1.3341007
3395,3395,Bude mi chybět.,i will miss you ,i ll miss it ,63.81939,-0.2795331
3396,3396,"V pondělí byl vydán zatykač za vraždu prvního stupně na muže jménem Wyndham Lathem (42) a Andrew Warren (56) za jejich údajnou spoluúčast na smrti Trentona H. Jamese Cornell-Duranleaua, uvádí soudní spis Cook County.",on monday  an arrest warrant for the first degree murder was issued to a man named wyndham lathem      and andrew warren      for their alleged involvement in the death of trenton h  james cornell duranleau  cook county ,on monday  first degree murder warrants without bail were issued for wyndham lathem      and andrew warren      for their alleged involvement in the death of trenton h  james cornell duranleau  cook county court records show ,88.68945,0.810401
3397,3397,Ronan Rafferty doufá v domácí atmosféru na Renaissance Club,ronan rafferty hopes for a homey atmosphere at the renaissance club,ronan rafferty hopes for home comforts at renaissance club,86.17327,0.70012903
3398,3398,Vedle useknuté hlavy ležela klávesnice a sluchátka.,there were keyboards and headphones beside the chopped head ,a computer keyboard and headphones lay next to her severed head ,83.95106,0.60274017
3399,3399,"Testy ukázaly, že PrEP významnou měrou snižuje riziko přenosu HIV mezi ohroženými pacienty.",tests have shown that prep significantly reduces the risk of hiv transmission among endangered patients ,trials have shown prep significantly reduces hiv transmission among those at risk of infection ,109.32004,1.7145394
3400,3400,Zahrnutí automobilky Audi do vyšetřování může mít neblahý dopad na Volkswagen: luxusní výrobce automobilů tvoří nepoměrný podíl ze zisku Volkswagenu.,audi s inclusion in the investigation may have an unfortunate impact on volkswagen  a luxury car maker makes a disproportionate share of volkswagen s profits ,the inclusion of audi in the investigation could weigh heavily on volkswagen  the luxury carmaker accounts for a disproportionate share of volkswagen s profit ,57.025467,-0.5772777
3401,3401,"Yeremias Kayame (56), šéf čtvrti Enarotali Kego Koto, rozpoznal hrozící nebezpečí a vyzval obyvatele, aby se rozešly do svých domovů.",yeremias kayame       chief of the enarotali kego koto district  recognized the imminent danger and urged the residents to break into their homes ,yeremias kayame      the head of the kego koto neighborhood of enarotali  saw the impending danger and appealed for calm  imploring the crowd to go back home ,80.73302,0.46170908
3402,3402,"Jeden obviněný je mladistvý, všichni tři jsou české národnosti.",one accused is juvenile  all three are czech nationalities ,one of the accused is a juvenile  and all three are czech nationals ,42.256447,-1.2245321
3403,3403,Aktivita novinářů se stupňuje po celé zemi. Mnozí z nich organizují protesty a čmárají na chodníky a budovy „SOS tisk“.,journalists  activity is growing across the country  many protesting and screaming on the sidewalks and sos prints ,nationwide  journalists have become more vocal  scrawling  sos press  on sidewalks and buildings in organized protests ,52.687317,-0.76739776
3404,3404,"Když už Dědek vstupuje do politiky, mohl si alespoň nastudovat pravidla hry.",when the old man entered the politics  he could at least study the rules of the game ,when d dek entered politics  he could at least have studied the rules of the game ,41.894714,-1.2403852
3405,3405,Švédská Forenzní lékařská agentura (RÃ¤ttsmedicinalverket) začala nové testy provádět na začátku letošního roku.,the swedish forensic medicine agency  r  ttsmedicinalverket  has begun a new test at the beginning of this year ,sweden s national forensic medicine agency  r ttsmedicinalverket  started carrying out the tests earlier year ,56.532272,-0.59889203
3406,3406,"""A proč ti to tak dlouho trvá?"" zariskovala větou, která v dlouhotrvajícím svazku může být její poslední.",why is it so long   she said with a sentence that might be her last in a long lived volume ,why is it taking you so long   she asked  taking a chance with a sentence that might have been the last of a long running volume ,65.30542,-0.21440758
3407,3407,Austrálie je kvůli vysokým pouličním cenám drog atraktivním cílem pro jejich pašeráky.,australia is an attractive target for smugglers because of high street drug prices ,australia is an attractive target for smugglers because of the high street prices of drug ,117.705,2.0820117
3408,3408,Můj syn byl můj nejlepší přítel.“,my son was my best friend   ,my son was my best friend  ,27.182302,-1.8851587
3409,3409,Je vůbec ještě něco posvátné?,is there even something sacred ,is nothing sacred ,78.48458,0.36317107
3410,3410,Proto ji přivolaná sanitka převezla do českolipské nemocnice.,that s why the ambulance was taken to the czech charles hospital ,as a result  she was taken to the  eskolipsk  hospital by ambulance ,70.88194,0.02998434
3411,3411,"„Je znepokojující, jaký nátlak je třeba vyvinout, abychom změnili myšlení odpovědných osob a ochránili vzduch, který dýcháme,“ řekla Lori Ann Burdová z Centra biologické diverzity.",it is disturbing what pressure we need to develop to change the minds of responsible people and protect the air we breathe   said lori ann burd of the center for biological diversity ,it s disturbing how much pressure it took to get this commonsense step from the guy in charge of protecting the air we breathe   said lori ann burd of the center for biological diversity ,71.1163,0.04025519
3412,3412,Vilový komplex musel zlevnit o 234 milionů.,the villa complex had to be cheaper by     million ,he had to reduce the price of his villa complex by     million ,90.404724,0.885573
3413,3413,Další peníze by šly na platy či na vybudování informačního systému.,more money would go to wages or build an information system ,more money would be required to pay wages or create an it system ,91.49129,0.93319184
3414,3414,V posledním díle své show Teď vaří šéf v listopadu 2014 si Zdeněk na záda svého trika nechal nažehlit přeškrtnutou hrušku.,in the last part of his show now  the boss is cooking in november       zden k had a crossed pear on his back of his shirt ,in the last episode of his show  te  va     f  in november       zden k had a crossed out pear   hru ka  in czech  ironed onto his shirt ,80.87346,0.46786398
3415,3415,"S Trumpem se sankce neuvolňují, leč zpřísňují.",trumpe does not release the sanctions  but they tighten ,trump has not relaxed the sanctions  but actually tightened them ,88.47539,0.8010196
3416,3416,"Kromě vlastnictví Mladé fronty figuroval Savov ve firmě Harvestor Limited se sídlem na Kypru, která ovládala českobudějovický pivovar Samson, a v kyperské společnosti Maraflex, která se profiluje jako investiční fond, nakupující ohrožená aktiva.",apart from ownership of the young front  savov was part of harvestor limited  based in cyprus  which dominated the samson ceska budejovice brewery  and in the cypriot company maraflex  which is profiled as an investment fund  buying endangered assets ,in addition to the ownership of mlad  fronta  savov was part of the harvestor limited firm  based in cyprus  which controlled the samson brewery in  esk  bud jovice  and the cypriot company maraflex  which is profiled as an investment fund and buys up failing businesses ,71.51854,0.05788328
3417,3417,"V důsledku útoků armáda v posledních letech zatkla a svévolně zadržela tisíce obyvatel Paniai, to vše pod záminkou „zajištění národní svrchovanosti“.",as a result of the attacks  the army has arrested and arbitrarily detained thousands of paniai residents in recent years  all under the pretext of  securing national sovereignty  ,in response  thousands of people in paniai have been arrested and arbitrarily detained by the military in recent years  under the guise of  safeguarding national sovereignty  ,100.998886,1.3498638
3418,3418,"Je ochoten vystoupit ze svého světa, který má pod kontrolou, a udělat něco pro nás všechny.",he is willing to step out of his world that he has under control and do something for all of us ,he is willing to step out of his world  which he has under control  and do something for all of us ,25.556097,-1.9564273
3419,3419,Vzestup sexuálních robotů je alarmující hned z několika důvodů - mezi něž nepatří záměna za skutečné mezilidské vztahy. Znepokojující jsou spíše podřadné ženské charakterové rysy a násilné narážky - např. frigidní (čti vzdorující) Farrah.,the rise of sexual robots is alarming for several reasons   not including confusion about real interpersonal relationships  but rather inferior female character traits and violent cues   such as frigid  farrah reading  ,there are many disturbing aspects to the rise of sex robots   not least of which is the replacement of real  human relationships   but the subservient female traits  the rapey connotations of making a move on frigid  read  resistant  farrah  are the most concerning ,84.2551,0.6160647
3420,3420,KHL se hraje od roku 2008 a Dinamo je tam od začátku.,khl has been playing since      and dinamo has been there since the beginning ,the khl has been going since      and dinamo has been there since the beginning ,60.74581,-0.4142331
3421,3421,"Aplikace PrEP před sexem znamená, že v těle pacienta se nachází dostatečné množství konkrétních léků k prevenci infekce.",application of prep before sex means that there are enough specific drugs in the patient s body to prevent infection ,taking prep before sex means there is just enough of certain drugs in a person s body to prevent an hiv infection taking hold ,75.40787,0.22833364
3422,3422,"PSG a představitelé MS 2022 v Kataru však popřeli fat, že by se Neymat měl stát ambasadorem MS ve fotbale a že takový manévr by činitelé UEFY snadno odhalili.",psg and ms      in qatar have denied fat that neymat should become ambassador of the world cup and that such a maneuver would easily reveal uefy officials ,but psg and qatar      have denied that neymar will become a world cup ambassador and such a maneuver would be easy for uefa s regulators to expose ,79.8817,0.42439994
3423,3423,"Jen říkám, že občané platí za veřejnoprávní rozhlas a televizi poplatky zhruba 7,2 miliardy ročně, ale vlastně nevědí, jak tyto instituce hospodaří.",i just say that citizens pay for public radio and television charges about     billion a year  but they do not know how these institutions manage ,i m just saying that citizens pay about     billion a year for public radio and television fees  but they do not really know how these institutions are run ,59.448357,-0.47109422
3424,3424,"Nemovitost v sousedství byla oceněna na 13,5 mil. liber.",the property in the neighborhood was valued at      million pounds ,another property in the neighbourhood was valued at       million ,32.40545,-1.6562536
3425,3425,"Zatím bojujeme sami se sebou, sehráváme se, takže to pro nás taková výhoda není.",so far we fight with ourselves  we play  so it s not such an advantage for us ,at the moment we re fighting against ourselves  we will keep playing  so it s not such an advantage for us ,16.994041,-2.3316607
3426,3426,Podle neověřeného přepisu telefonního rozhovoru vytváří Trump nátlak na Mexiko kvůli platbě za hraniční zeď,trump puts pressure on mexico to pay for the border wall,trump pressured mexico on border wall payment according to leaked phone call transcripts,78.63838,0.3699114
3427,3427,"Když Rhodes dorazil na místo o deset let později, zaměstnanci začínali teprve pronikat do archivů, které Rhodes popsal slovy, jako když „aristokraté mnohých staletí rozhazují rukama se slovy: ‚Zaneste to do podkroví'.“",when rhodes arrived at the site ten years later  the staff began to penetrate the archives rhodes described as saying   the aristocrats of many centuries are throwing their hands with the words   put it in the attic   ,when rhodes arrived a decade later  staff were only starting to tackle the archive  which he describes as  hundreds of years of aristocrats going   oh  stick it in the loft   ,49.979416,-0.8860719
3428,3428,"Tím jediným případem byla 50. léta 19. století, politickou kauzou bylo otrokářství a schylovalo se k válce Severu proti Jihu.",the only case was the     s  the political cause was slavery  and the war on the north against the south ,the only case was the in     s  and the political cause was slavery  and the war by the north against the south ,65.31241,-0.2141013
3429,3429,Každé dítě musí mít pokrývku hlavy.,every child must have a headgear ,every child must have something covering their head ,65.18318,-0.21976468
3430,3430,"Blokování lidí, kteří zavítají na guvernérovu stránku - která je veřejným fórem, označená jako oficiální a spravovaná jeho zaměstnanci placenými z peněz daňových poplatníků - je zbytečné a v konečném důsledku nebezpečné.",blocking people who come to the governor s site   which is a public forum  designated as official and managed by its staff paid from taxpayers  money   is unnecessary and ultimately dangerous ,so blocking people who come to the governor s page   which is a public forum  labeled as official and administered by staff members paid public tax dollars   is unnecessary and ultimately dangerous ,89.43521,0.843084
3431,3431,Muž byl původně odsouzený na minimálně osm let vězení.,the man was originally sentenced to at least eight years in prison ,the man was originally sentenced to at least eight years in prison ,87.08595,0.7401274
3432,3432,"Colin řekl, že když zakládal Westco „v posledním ročníku vysoké školy, Paul byl ještě malý, asi 10letý kluk.“",colin said that when he founded westco  in the last year of college  paul was still a small  about    year old boy  ,colin says he started westco there when he was  in my final years of high school  when paul was a young child  around    years old   ,53.61255,-0.7268493
3433,3433,"Nekonečné proudy kamiónů jedou přímo skrz města Jaroměř či Náchod, která není jak rozumně objet.",the endless streams of trucks go straight through the towns of jarom   or n chod  which is not as reasonably close as possible ,the endless streams of trucks go straight through the towns like jarom   or n chod  which cannot be reasonably avoided ,70.75264,0.024317618
3434,3434,"„Neobyčejné na postu kapitánky týmu je, že jsem byla zvolena ostatními členy týmu. Byla to pro mě velká čest, ale vědomí, že mě zvolili členové týmu je o to potěšující,“ dodala.",the extraordinary role of the captain of the team is that i have been chosen by other team members  but it was a great honor for me  but the consciousness that team members have chosen me is delighted   she added ,the special thing about being team captain is that it was voted for by the other members of the team  so that it was such a huge honour anyway but to know that your teammates have voted for you and chosen you made it extra special for me   she added ,66.60547,-0.15743275
3435,3435,A střelba dosud neustává.,and shooting still does not work ,the shootings haven t stopped ,69.84788,-0.015333719
3436,3436,"Krev se zahustí a ucpe cévu v mozku, hrozí také selhání ledvin.",blood thickens and clogs blood vessels in the brain  and there is also a risk of kidney failure ,blood becomes thicker and clogs the blood vessels in the brain  and there is also a risk of kidney failure ,69.73823,-0.02013913
3437,3437,"Stejně jako Matić, i jeho noví spoluhráči Victor Lindelöf a Romelu Lukaku také odehráli první zápas na Aviva Stadium a Mourinho začíná pomalu formovat svou jedenáctku pro další sezónu.",like mati   his new teammates victor lindel f and romel lukaku also played the first match at aviva stadium and mourinho is slowly starting to form his eleven for the next season ,as well as matic  fellow new signings victor lindelof and romelu lukaku also started the game at the aviva stadium as mourinho started to shape his starting xi for the start of the season ,61.74418,-0.3704795
3438,3438,"Soudce Moniz uvedl, že Carterová toužila po pozornosti prostřednictvím Royovy smrti a nařídil, aby se zdržela jakýchkoliv komentářů v tisku.",judge moniz said carter longed for attention through roy s death and ordered him to refrain from any comments in the press ,judge moniz said carter sought attention through mr roy s death  ordering that she not be allowed to profit from the case through any press ,88.958145,0.8221765
3439,3439,"Chtěla jsem mít proces výroby pod kontrolou a také jsem chtěla vědět, z jakých materiálů a jak se Whoop.de.doo produkty vyrábí.",i wanted to have the production process under control and also wanted to know what materials and how whoop de doo products are produced ,i wanted to have control over the production process and i also wanted to know with what materials and how whoop de doo products are made ,102.158485,1.4006833
3440,3440,Hodně se soustředí na funkčnost a na prožitky při používání.,much focuses on functionality and user experience ,there is a lot of focus on functionality and user experience ,69.63496,-0.024665019
3441,3441,"Dokument „Whose Streets?“ tak popisuje velmi osobní aspekt života Ferrellové, kupříkladu jak se zamilovala do své ženy.",the  whose streets   document describes a very personal aspect of ferrell s life  for example  how she fell in love with her wife ,as a result   whose streets   documents surprisingly personal aspects of ferrell s life  like falling in love and marrying her wife ,54.118637,-0.70466995
3442,3442,Jaká je podstata problémů výstavby komunikací v Česku?,what is the essence of the problems of road construction in the czech republic ,what is the at the heart of the problems with road construction in the czech republic ,40.66304,-1.2943634
3443,3443,Série Web.com Tour je o jednu kategorii pod elitní PGA Tour.,the web com tour series is one category under the elite pga tour ,the web com tour series is one category below the elite pga tour ,120.069275,2.1856263
3444,3444,Jako ministr financí jsem neměl nikoho.,as the minister of finance i had no one ,i didn t have anyone as minister of finance ,52.114517,-0.7925008
3445,3445,"„Policie má informace o místě jejich pobytu a snaha o vypátrání podezřelých se stupňuje,“ řekl Guglielmi.",the police have information about their place of residence  and the search for suspects is scaling   guglielmi said ,police have an idea of their whereabouts but our efforts to locate that are intensifying   guglielmi said ,93.447815,1.018937
3446,3446,Nicméně mnozí jeho předvolání k výslechu považovali za součást očividné snahy polské vlády a šéfa PiS Kaczyńského zdiskreditovat Tuska jako politického soupeře spojováním s různými skandály.,however  many of his summons were considered part of the apparent effort of the polish government and pis kaczynski to discredit tusk as a political opponent by linking up with various scandals ,however  many people considered his summons to be part of the apparent effort of the polish government and law and justice leader kaczynski to discredit tusk as a political rival by linking him with various scandals ,47.809494,-0.98116904
3447,3447,WADA podezírala RUSADU z vynášení dopingových kontrol v rámci Ruska v listopadu 2015 bezprostředně před dopingovým skandálem.,wada suspected rusada of doping controls in russia in november      immediately before the doping scandal ,rusada was suspended from carrying out doping controls within russia by wada in november      in the wake of the doping scandal ,69.30501,-0.039125055
3448,3448,"Tyto investice jsou stěží překvapující vzhledem k vzájemné povaze společností, kultury a rizikovému kapitálu.",these investments are hardly surprising due to the mutual nature of companies  culture and venture capital ,these investments hardly come as a surprise  given the interconnected nature of companies  culture and venture capital ,92.10738,0.9601923
3449,3449,"Do této skupiny úřadů patří zastoupení České republiky v sousedních zemích, tedy Německu, Polsku, Rakousku a na Slovensku.",this group of offices includes the representation of the czech republic in the neighboring countries  ie germany  poland  austria and slovakia ,this group of offices includes the representation of the czech republic in neighbouring countries  namely germany  poland  austria and slovakia ,79.28825,0.39839214
3450,3450,Nová doba přinesla nové návody.,the new age has brought new guides ,the new age brought new instructions ,88.2539,0.7913128
3451,3451,"Odložila telefon, aby se k němu vrátila večer, kdy sledovala tweety o lidech, kteří se shromažďovali na Canfield Drive.",she dropped the phone to return to the evening when she watched the tweets about the people who gathered at canfield drive ,she put down her phone only to return later that evening to tweets about people gathering on canfield drive ,72.83856,0.11573346
3452,3452,"Většina z tisíců vražd, ke kterým dochází každý rok, je spojována s drogovým obchodem a organizovaným zločinem. Vrahové novinářů se tak velmi výjimečně dostávají k soudu.",most of the thousands of murders occurring each year are associated with drug trafficking and organized crime  and killer journalists are so rarely going to court ,as with most of the thousands of murders tied to drug trafficking and organized crime each year  the killers of journalists are rarely brought to justice ,87.57272,0.7614602
3453,3453,On je samozřejmě výrazná osobnost.,he is  of course  a distinguished personality ,he is  of course  a strong personality ,74.79586,0.20151234
3454,3454,Nyní se ptají: zavinila tato rutina jeho smrt?,now they are asking  did this routine cause its death ,now  they ask  was his love of routine his downfall ,49.257523,-0.917709
3455,3455,"„To je v pořádku,“ šeptá jedna z žen.",that s all right   whispers one of the women ,it s okay   one of the women whispers ,32.69918,-1.6433808
3456,3456,"Opravdu rád jsem si znovu zahrál a myslím, že se mi daří.",i really enjoy playing again and i think i m doing well ,i ve really enjoyed playing again and i ve played some solid golf ,38.37332,-1.3947107
3457,3457,"To málo rýže, která se prodává v Enarotali, je pro místní příliš drahá.",the little rice sold in enarotali is too expensive for the locals ,the little rice on sale in enarotali is too expensive for locals to buy ,46.86255,-1.0226691
3458,3458,"S vědomím, že spravedlnosti nebude nikdy učiněno za dost, alespoň nedopustí, aby zodpovědné osoby zapomněly na své zločiny.",knowing that justice will never be enough  at least will not allow responsible people to forget their crimes ,knowing that justice may never be served  at least they won t let those responsible forget their crimes ,56.53785,-0.5986476
3459,3459,FFP zavedl Michel Platini po dosazení do křesla ředitele UEFA v roce 2007.,the ffp was introduced by michel platini after being appointed to the director of uefa in      ,ffp was conceived by michel platini after his election as uefa president in      ,28.778349,-1.8152117
3460,3460,"„Pokud byl Trump jako kandidát rozrušen čestnými reportážemi, bylo příhodné mu ukázat, že o něm v pozitivním světle mluví spousta jiných médií, která byla jednodušší přesvědčit,“ uvedl v únoru pro Politico Sam Nunberg, bývalý poradce kampaně.",if trump as a candidate was upset with fair reports  it was good to show him a lot of other media in the positive light that was easier to convince   sam nunberg  a former campaign adviser  told politico in february ,if candidate trump was upset about unfair coverage  it was productive to show him that he was getting fair coverage from outlets that were persuadable   sam nunberg  a former campaign adviser  told politico in february ,62.92482,-0.31873772
