,Unnamed: 0,source,reference,translation,avg-score,z-score
3938,3938,"""We didn't talk about making distillation legal"", says Member of Parliament Outi Mäkelä (National Coalition Party).",me emme puhuneet tehd  tislausta lailliseksi   sanoo j sen parliament outin man kela  national coalition partyin  ,tislaamisen vapauttamisesta ei k yty keskustelua  kansanedustaja outi m kel   kok   toteaa ,28.43954,-0.96673805
3939,3939,"""I welled up at just the thumbprint on the side of a letter, written by a double agent in the 1700s who was working for the Jacobites,"" he says.",kumpusin juuri peukalonj ljess  kirjeen puoli  joka kirjoittivat kaksoisedustaja      luku ketk  toimi jakobiiteille   h n sanoo ,liikutuin kyyneliin huomatessani kirjeess  peukalonj ljen  kirjeen oli kirjoittanut jakobiiteille ty skennellyt kaksoisagentti      luvulla   rhodes kertoo ,34.944946,-0.66227686
3940,3940,"The change meant that the business model Roman Abramovich initially used at Chelsea in 2003 - buy a club with potential, and then spend heavily to improve the squad and build a global brand - become a tougher proposition.",muutos tarkoitti  ett  liiketoimintamalli roman abramovich aluksi k ytetty chelseassa vuosina        ostaa klubin potentiaalista kanssa  ja sitten kuluttaa raskaasti parantaaksensa ryhm   ja rakentamaan maailmanlaajuisen tuotemerkin   tulee kovemmaksi ehdotukseksi ,muutos tarkoitti  ett  roman abramovit in ensimm isen kerran chelseassa vuonna      k ytt m n liiketoimintamallin toteutus vaikeutui merkitt v sti  abramovit  osti lupaavan joukkueen  k ytti valtavia summia pelaajahankintoihin ja loi maailmanlaajuisen br ndin ,77.573944,1.3328141
3941,3941,"Some have peeled off their jersey tops, revealing backs slick with sweat from the toil of the first day of training camp.",jotkin ovat kuorineet pois jersey tops  paljastavat sel t liukas hien kanssa koulutusleirist  ensip iv st  ty st  ,osa on riisunut pelipaitansa  heid n selk ns  kiilt v t hiest  harjoitusleirin ensimm isen p iv n raadannan j lkeen ,36.221382,-0.60253805
3942,3942,"They usually keep most of the harvest for the family, with the rest sold in the local market.",he tavallisesti jatkuvasti eniten sadosta perheest   levosta kanssa myyty paikallismarkkinassa ,suurin osa sadosta on perheelle  ja loput myyd  n torilla ,34.985497,-0.66037905
3943,3943,"When the Oracle deal landed, the majority of MySQL developers announced their intention to leave.",kun oraakkelin sopimus laskeutui  mysqlin kehitt jien enemmist  ilmoitti heist  akeesta poistua ,kun oracle kauppa tapahtui  suuri osa mysql n kehitt jist  ilmoitti l htev ns  ,34.383827,-0.68853796
3944,3944,"It is about the contemporary resonance of Lazarus's startling words, the only ones in which a state has appeared to invite not just any old immigrants, but the poorest of the poor: ""Your tired, your poor, / Your huddled masses yearning to breathe free, / The wretched refuse of your teeming shore.""",se on samanaikaisesta lazarusin resonanssista sanojen s ikkymisen  ainoat  joka valtio on n ytt nyt kutsuvansa ei vain mit  n vanhoja maahanmuuttajia  vaan k yh t k yhien   sinun v syneet  sinun k yh t sinun kasautuneet massasi haikailla hengitt   vapaita kurja sinun j te kuhisevan rannasi    ,olennaista ovat lazaruksen koskettavat sanat  ainoat laatuaan  joissa valtio ei kutsu vain maahanmuuttajia vaan  k yhist  k yhimpi     your tired  your poor    your huddled masses yearning to breathe free    the wretched refuse of your teeming shore  ,55.65503,0.30698118
3945,3945,"According to Tommi, no car stopped to help them, and the family called 112.",tommin mukaan mit  n auto pys htyi auttamaan heit   ja perhe nimelt      ,tommin mukaan kukaan ei pys htynyt heid n luokseen  ja perhe soitti h t keskukseen ,46.18875,-0.1360526
3946,3946,Now we can be grumpy at our own tables. Only during the busiest hours do we need to timidly ask strangers whether the seat next to them is available.,nyt me voimme olla hapan omissa p ydiss mme  vain vilkkaimpien tuntien aikana tekee meid n tarvitsee arasti pyyt m  n muukalaisia paikka niiden l hell  onko saatavilla ,nyt me jurottajat saamme taas istua omissa p ydiss mme  vain ruuhkaisimpina aikoina joudumme ujosti kysym  n vierailta  onko vieress  tilaa ,42.76435,-0.29631886
3947,3947,"Coe said he was also ""pleased"" that Russia accepted the criteria for its reintroduction.",coe sanoi  ett  h n oli my s  iloinen   ett  ven j  hyv ksyi kriteerit sille uudelleenk ytt  notto n ,coe sanoi olevansa  tyytyv inen  my s siihen  ett  ven j  hyv ksyi kiellon p  tt misen ehdot ,62.24697,0.61549234
3948,3948,"In 2014, he was in a motocross accident,",vuonna      h n oli motocrosissa onnettomuudessa ,vuonna      lahtela joutui motocross onnettomuuteen ,71.63832,1.0550194
3949,3949,"This new application process will benefit candidates who speak English, have financial resources to support themselves and show skills that will benefit our economy,"" said Trump, quoted by the American media.",t m  uusi hakumenettely hy dytt   ehdokkaita  jotka puhuvat englanti  on rahoitusvarat tukea itsej  ja n yt st  taidoille  jotka hy dytt   talouttamme   sanoi trumpin  jota siteerasi amerikkalainen media ,uudesta hakuprosessista hy tyv t hakijat  jotka osaavat englantia ja pystyv t el tt m  n itsens  ja joilla on talouttamme hy dytt vi  taitoja   trump totesi tiedotusv lineiden mukaan ,46.702446,-0.11201102
3950,3950,"""I've sparred against opponents of the same size and trained stand-up fighting.""",min  olen kinannut vastustajia vastaan samankokoisia ja harjoitettu seisovaa taistelua    ,olen saanut treenata samankokoisia vastustajia vastaan ja harjoitella pystyottelua ,59.45659,0.48489895
3951,3951,"Some time ago, it still seemed that US-Russia relations were turning from cold to hot.",joku aika sitten se yh  vaikutti  ett  us russian suhteet k  ntyiv t kylm st  kuumaan ,viel  jokin aika sitten n ytti silt   ett  yhdysvaltain ja ven j n v liset suhteet ovat matkalla kylm st  l mpim  n ,53.191444,0.1916823
3952,3952,Nearly as many respondents mentioned military actions and an educational reform as primary means.,melkein kuten monet vastaajat mainitsivat sotatoimet ja koulutusreformin primaarikeinona ,l hes yht  moni nosti ensisijaiseksi keinoksi sotilaalliset toimenpiteet sek  koulutusuudistuksen ,73.66101,1.1496838
3953,3953,"Total trading in the stock exchange stood at EUR 469 million, of which Nokia accounted for EUR 67 million and Neste, which released news of its results this morning, made up EUR 59 million.",koko kaupank ynti p rssiss  p rssivaihdossa seisoi eur     miljoonassa  mist  nokia kattoi olla vastuussa eur    miljoonaa ja nestea  mik  julkaisi sen tuloksista uutisen t st  aamusta  teki eur n    miljoonaa ,p rssin kokonaisvaihto ylsi     miljoonaan euroon  josta    miljoonaa oli nokiaa ja    miljoonaa aamun tulosjulkistaja nestett  ,47.796356,-0.060814645
3954,3954,"According to Lievonen, the operating profit of renewable products remained high this year as a result of higher sales volumes and favourable market conditions, even after the discontinuation of the tax concession.",lievosen mukaan  uusiutuvien tuotteiden toimintavoitto pysyi korkeana t n  vuotena korkeammista myyntitilavuuksista tuloksena ja suotuisista markkinatolosuhteista  jopa verohelpotuksen lakkauttamisen j lkeen ,lievosen mukaan uusiutuvien tuotteiden liikevoitto pysyi t n  vuonna hyv ll  tasolla korkeampien myyntim  rien ja suotuisampien markkinoiden ansiosta  vaikka verohelpotus p  ttyikin ,25.481623,-1.1051723
3955,3955,A short corridor is mirrored at both ends to make it appear longer.,lyhytt  k yt v   kuvastetaan molemmissa lopuissa tehd  n ytt   silt  kauemmin ,lyhyen k yt v n kummassakin p  ss  olevat peilit saavat k yt v n vaikuttamaan todellista pidemm lt  ,78.35826,1.369521
3956,3956,"""You remember how I taught you about when black people had to fight for what they believed in?"" she recalled saying.",muistat kuinka min  opetin sinulle kun mustia ihmisi  t ytyivat taistella mik  he uskoivat    h n muisteli sanoen ,muistatko  kun kerroin sinulle  miten mustat ovat joutuneet taistelemaan niiden asioiden puolesta  joihin uskovat   ferrell muistaa sanoneensa tytt relleen ,31.056982,-0.84423846
3957,3957,"Ilona Villberg, who watched how her daughter Anna Villberg, 6, was doing, thinks that an outdoor swim school is a good opportunity to learn how to swim.",ilona villberg  joka katseli kuinka h nen tyt rt  anna villberg     teki  ajattelee  ett  ulkoilmauinti koulu on hyv  mahdollisuus oppia kuinka uida ,tytt rens  anna villbergin     uintia rannalta seurannut ilona villberg pit   rantauimakoulua hyv n  alkuna uinnin opettelulle ,21.903706,-1.2726234
3958,3958,"In April this year, Klitschko faced Anthony Joshua at Wembley Stadium and lost the fierce fight via technical knockout in the 11th round.",huhtikuuna t n  vuotena klitschko kohtasi anthony joshuan wembley stadiumilla ja menetti kiivaan taistelun teknisen tyrm yksen kautta    kierroksella ,t m n vuoden huhtikuussa klitshko kohtasi wembleyn stadionilla anthony joshuan ja h visi hurjan ottelun j lkeen tyrm yksell      er ss  ,67.92921,0.8814282
3959,3959,"According to Human Rights Watch, five young protesters were killed and many more injured.",ihmisoikeudet watchin mukaan viisi nuorta mielenosoittajaa sai surmansa ja monet loukkaantuneempien ,human rights watch  j rjest n mukaan viisi nuorta mielenosoittajaa sai surmansa ja moni loukkaantui ,75.58483,1.2397211
3960,3960,"We also take the statute and the authority it gives us seriously.""",me otamme my s lain ja viranomaisen  jonka se antaa meille vakavasti    ,suhtaudumme vakavasti my s toimintaamme koskevaan asetukseen ja sen meille suomiin valtuuksiin  ,35.811493,-0.6217214
3961,3961,"""But I can't build a relationship with you, if you won't hear me, or hear what I've been through.""",mutta min  en voi rakentaa suhdetta sinun kanssa  jos sin  ei kuule minua  vai kuulevani mik  min  olen ollut l pi    ,mutta en voi luoda suhdetta sinuun  jos et kuule minua tai et halua kuulla  mit  olen joutunut kokemaan  ,70.77688,1.0147028
3962,3962,He does reveal that MariaDB expects to obtain new orders worth 20 million euros during this financial period.,h n paljastaa  ett  mariadb odottaa hankkivansa uusia j rjestyksi     miljoonan arvoinen euron t m n rahoituskauden aikana ,sen verran h n paljastaa  ett  kuluvalla tilikaudella mariadb arvioi saavansa    miljoonan euron edest  tilauksia ,58.75618,0.45211893
3963,3963,"""What this really does to me is make me think that lynchings are still going on,"" she added, ""they're just called police shootings now.""",mik  t m  todella tekee minulle on saa minun ajattelemaan  ett  lynkkaukset yh  meneill  n   h n lis si   heid t vain kutsutaan poliisiksi ammuntoja nyt    ,minut esitys sai huomaamaan  ett  lynkkauksia tapahtuu edelleen   h n lis si   niit  vain kutsutaan pid tyksiksi  ,3.148076,-2.1504107
3964,3964,"By the end of June, it had only had a little more than 100,000 viewers, a very low figure compared with the film's budget of EUR 5 million.",kes kuun loppu sill  oli vain ollut hiukan enemm n kuin         katselijalla  hyvin matalaa tyyppi  verrattuna elokuvan budjettiin eur n   miljoonaa ,kes kuun loppuun menness  se oli tavoittanut reilut         katsojaa  mik  on elokuvan budjettiin  noin viiteen miljoonaan euroon  verrattuna v h n ,74.485794,1.1882848
3965,3965,"On Wednesday, there were 1,700 flashes of cloud-to-ground lightning, and this summer's most intense thunderstorms are expected for Thursday: by 4 pm, there have already been 1,790 flashes of lightning.",keskiviikkona oli       salamaa pilvist  maahan salamaa  ja t t  kes   intensiivisimpi  ukkosmyrskyj  odotetaan torstaiun    ip  on jo ollut       salamaa salaman ,keskiviikkona maasalamat r psyiv t       kertaa  ja torstaissa on ollut potentiaalia jopa kes n kovimpaan ukkosp iv  n  noin kello    menness  plakkarissa oli       maasalamaa ,43.021553,-0.28428146
3966,3966,Lighting struck the Vaasa track – trains to be replaced by buses,sytytt   h tk hdytti vaasan j lke    harjoittelee korvasivat bussit ,salama l i vaasan radalle   junat joudutaan korvaamaan busseilla,46.337425,-0.12909445
3967,3967,"However, these sex robots are not a mere fetish or just another sex toy.",kuitenkaan n m  seksuaalirobotit eiv t ole eiv t pelkk  fetissi tai juuri toinen seksuaalilelu ,seksirobotit eiv t kuitenkaan ole vain fetissi tai uudenlainen seksilelu ,23.90365,-1.1790234
3968,3968,"""Changing the head coach is never easy.",p  valmentajan muuttaa ei koskaan on helppo ,valmentajan vaihtaminen ei ole koskaan helppo tai miellytt v  teht v  ,72.002884,1.0720814
3969,3969,"In mid-2016, Colin wrote in one court filing that he had tried to accommodate his brother's requests.",mid       colin kirjoitti yhdess  oikeusistuimessa arkistoimisessa  ett  h n oli yritt nyt ottavan vastaan veljen pyynt j  ,vuoden      puoliv liss  colin kirjoitti oikeudelle  ett  h n oli yritt nyt suostua veljens  vaatimuksiin ,55.11535,0.28172344
3970,3970,"Folayan had already linked up with co-director Damon Davis, an area artist known for his activism around death row inmates.",folayan oli jo linkitt nyt johtajatoveri damon kanssa davisin  alue taiteilijan tiedettiin h nelle aktivismiin kuolemaantuomitun asukkien ymp rill  ,folayan oli ottanut jo yhteytt  apulaisohjaaja damon davisiin  joka tunnetaan aktivismistaan kuolemaantuomittujen vankien parissa ,78.17978,1.3611679
3971,3971,"""We don't want to talk about the lynching because it makes us face the ugliness in all of us,"" she said.",me emme halua puhua lynkkaavasta  koska se saa meid n kohtaamaan rumuuden kaikessa meill    h n sanoi ,emme halua puhua lynkkauksesta  koska joutuisimme kohtaamaan omatkin pime t puolemme   ohjaaja sanoo ,7.025673,-1.968934
3972,3972,The judges controversially declared Helenius as the winner.,tuomarit k rkev sti julistivat heleniusin voittajana ,helenius voitti ottelun kiistanalaisella pistetuomiolla ,66.980835,0.83704317
3973,3973,"And they're here as well-established athletes, athletes that are going to be looking to get on podiums.",ja he ovat t ss  kuten hyvin vakiintuneita urheilijoita  urheilijoita  jotka aikkovat katsoa saada korokkeille ,he ovat mukana ansioituneina urheilijoina  jotka kilpailevat palkintosijoista ,41.82543,-0.34026143
3974,3974,That was when the Rwandan Patriotic Front (RPF) stopped the genocide organised by Hutu extremists.,tuo oli kun rwandan patriotic front  rpf  pys ytti kansanmurhan  jonka j rjesti hutun   riliikkeet ,silloin kapinallisryhm  rpf lopetti   rihutujen organisoiman kansanmurhan ,19.376842,-1.3908838
3975,3975,"Rather unusually, Limbaugh actually hit on something.",mieluummin ep tavallisesti limbaugh oikeastaan iskeytyi jossakin ,harvinaista kyll   limbaugh oli osittain oikeassa ,15.457697,-1.5743048
3976,3976,The students gathered on the pier.,opiskelijat kokoontuivat laituriin ,uimakoululaiset pakkautuivat laiturille ,36.600433,-0.584798
3977,3977,"In competitive markets such as Silicon Valley, high salaries and interesting projects are merely table stakes.",kilpailumarkkinoissa kuten piilaaksossa  korkeat palkat ja mielenkiintoiset hankkeet ovat pelk st  n p yt  seip it  ,piilaakson kaltaisilla kilpailluilla markkinoilla hyv t palkat  ja mielenkiintoiset projektit ovat vasta alkua ,53.787567,0.21958159
3978,3978,Presidents are required to use them for travel.,presidenttien vaaditaan k ytt m  n niit  matkustukseen ,presidenttien on k ytett v  niit  matkoillaan ,23.829466,-1.1824954
3979,3979,"Convercent has nearly 600 clients, including Airbnb, Microsoft, and Tesla.",convercentilla on melkein     asiakasta  mukaan lukien airbnbia  microsoftia  ja teslaa cap sg par aa   ,convercentilla on l hes     asiakasta  joihin kuuluvat esimerkiksi airbnb  microsoft ja tesla ,34.25386,-0.69462055
3980,3980,The new rules are proposed by the Republicans and are supported by the president.,uusia s  nt j  ehdottivat republikaanit ja tuki presidentti ,uusia s  nt j  ovat ehdottaneet republikaanit  ja presidentti tukee niit  ,36.31012,-0.59838504
3981,3981,"The grand jury, summoned by special counsel Robert Mueller, has already issued indictments relating to the meeting between Donald Trump Jr. and Natalia Veselnitskaya, a Russian legal counsel famous for her Kremlin connections.",suurta valamiehist   jota kutsui koolle erityisavustaja robert mueller  on jo julkaissut syyt spuheita  jotka vertaavat kokoukseen donald trump v liss  jr  ja natalia veselnitskayaa  ven l inen laillinen neuvo kuuluisaan kremlin yhteyksiin ,erikoissyytt j  robert muellerin koolle kutsuma suuri valamiehist  on jo l hett nyt haasteita donald trump jr n ja kreml kytk ksist  tunnetun ven l isasianajaja natalia veselnitskajan tapaamiseen liittyen ,58.644867,0.44690934
3982,3982,"PSG is owned by Qatar Sports Investment, a state-owned company from Qatar.",psg omisti qatar sports investment  valtion omistama yritys qatarista ,psg n omistaa valtio omisteinen qatarilaisyhti  qatar sports investment ,72.38934,1.0901682
3983,3983,"According to Korpi, harness racing and coaching offer a potential career plan when his snowboarding career eventually ends.",korpin mukaan valjaaan kilpailu ja valmennustarjoaa potentiaalista urasuunnitelmaa kun h nen uran lumilautailu lopulta p  ttyy ,raviohjastaminen ja ravivalmennus ovat korven mukaan potentiaalinen urasuunnitelma  kun lautailu ura tulee aikanaan p  t kseen ,67.74034,0.872589
3984,3984,"Even though the largest database companies have lost their market shares according to research company Gartner, players such as MariaDB are small and insignificant firms, albeit quickly growing ones, measured by net sales.",vaikkakin suurimmat tiedosto yritykset ovat menett neet heid n markkinaosuuksia tutkimuksen yritys mukaan gartnerin  pelaajia kuten mariadb ovat pieni  ja merkityksett mi  firmoja  albeit pian kasvavat  mittasivat nettomyynnit ,vaikka tutkimusyhti  gartnerin mukaan suurimmat tietokantayhti t ovat viime vuosina menett neet markkinaosuuttaan  liikevaihdossa mitattuna mariadb n kaltaiset pelurit ovat yh  mit tt mi   joskin nopeasti kasvavia sinttej  ,42.558197,-0.3059671
3985,3985,"However, not all transgender people want physical alterations.",kuitenkaan ei kaikki transgend  ihmiset haluavat liikuntamuutoksia ,kaikki transihmiset eiv t kuitenkaan kaipaa fyysisi  muutoksia ,58.13363,0.42298275
3986,3986,The two men got into a verbal altercation.,kaksi miest  sai sanalliseen kiistaan ,kuljettajien v lille syntyi suusanallista riitaa ,17.534739,-1.4770966
3987,3987,"""I'm a former featherweight,"" Garcia reminded.",olen aiempi h yhenenkeveys   garcia muistutti ,olen entinen h yhensarjalainen   garcia muistutti ,11.255014,-1.7709956
3988,3988,"Two other brothers, Mark and Luke, are no longer part of the De Lutis group of companies, with Colin saying that Mark was paid $10 million when he left the business, and Luke $26 million.",kaksi muut velji  mark ja luke  ovat ei en   osa dea yritysten lutisin ryhm st   colinin sanomaan  ett  markia maksettiin     miljoonaa kun h n j tti yrityksen  ja luken     miljoonaa ,perheen kaksi muuta poikaa  mark ja luke  eiv t ole en   mukana de lutis  konsernin liiketoiminnassa  colinin mukaan mark sai    miljoonaa dollaria ja luke    miljoonaa dollaria j tt ess  n yhti n ,25.269625,-1.1150941
3989,3989,"He was a veteran reporter for Noroeste in 2003 when he joined five colleagues in creating Riodoce, selling $50 shares.",h n oli veteraani reportteri noroesteen vuonna      kun h n liittyi viisi kollegaa luoda riodocen  myyden     osaketta ,h n oli tehnyt pitk n uran noroestessa  kun h n p  tti vuonna      perustaa viiden kollegan kanssa riodocen  lehden osakkeita myytiin tuolloin    dollarilla ,50.827187,0.08103204
3990,3990,"Alongside his snowboarding career, Janne Korpi has also been building another career in sports.",mukana h nen uran lumilautailun  janne korpi on my s rakentanut toisen uran urheilussa ,lautailu uran taustalla janne korpi on rakentanut my s toisenlaista urheilu uraa ,8.851481,-1.8834839
3991,3991,"For someone so smitten with old papers, getting support from the National Trust and Arts Council England and living in a castle for almost four months (""I overstayed my welcome a little bit, to be honest"") seems too good to be true.",johonkin niin hullaantunut vanhoihin papereihin kanssa saaden tuen nationalilta trustilta ja artsit council englandin ja elannon linnaan melkein nelj  n kuukauteen    min  ylitin aikansa minun tervetullut hiemani ollakseni rehellinen    vaikuttaa liian hyv  ollakseen totta ,vanhoihin asiakirjoihin viehtynyt kirjailija sai asua linnassa melkein nelj  kuukautta national trust  s  ti n ja englannin kansallisen taideneuvoston tuella  mik  tuntui liian hyv lt  ollakseen totta  h n my nt    ettei malttanut olla viipym tt  linnassa hieman pidemp  n kuin olisi ollut toivottua ,28.75288,-0.95207334
3992,3992,The Taliban has issued threats against an election process that coincides with the transition of international combat operations to an advisory role.,taliban on julkaissut uhkille vaaliprosessia vastaan  joka osuu samaan aikaan kansainv listen taistelun siirtymisen kanssa operaatioiden neuvoa antavaan rooliin ,taliban on esitt nyt vaaleja koskevia uhkauksia samaan aikaan  kun kansainv liset joukot ovat siirtym ss  neuvoa antavaan rooliin ,50.171318,0.050336566
3993,3993,"""It's a matter of life and death.""",se on el m n ja kuoleman asia    ,silloin on kyse el m st  ja kuolemasta  ,41.09675,-0.37436473
3994,3994,"Several of the Scottish athletes are medal contenders, including Laura Muir and Andrew Butchart - who will race against Sir Mo Farah in the 5,000m, while Eilidh Doyle was voted by the squad to be team captain.",useat skotlantilaisista urheilijoista ovat mitali haastajia  mukaan lukien laura muir ja andrew butchart    jotka kilpailevat vastaan mo farahia sir      m  samalla kun eilidh doyli   nesti ryhm  olla tiimi kapteeni ,moni skottiurheilija kilpailee lontoossa tosissaan mitaleista  muiden muassa laura muir sek  andrew butchart  joka kilpailee sir mo farahin kanssa       metrin juoksussa  eilidh doyle puolestaan valittiin maajoukkueen kapteeniksi ,59.157852,0.4709177
3995,3995,"""Get him out of the car!""",saa h net autosta    ,ulos autosta  ,23.62665,-1.1919874
3996,3996,"""I finally decided that the Raikas family works in the clothing industry when I read Liisa Seppälä's 50th birthday interview on an aeroplane.",lopulta p  tin  ett  raikas perhe ty t vaatetusteollisuudessa vaatetusteollisuudessa kun min  luin liisa sepp  la   s    syntym p iv haastattelu lentokoneessa ,p  tin lopullisesti raikkaan perheen firman toimialaksi vaateteollisuuden  kun luin lentokoneessa liisa sepp l n    vuotishaastattelun ,55.078117,0.27998096
3997,3997,Sydney Morning Herald reports that one of the leaders of Isis had also sent parts of a bomb to Sydney.,sydney aamu herald raportoi  ett  yhdell  isisin johtajista oli my s l hett nyt osat pommista sydneyiin ,isisin johtohahmoihin kuuluva henkil  oli sydney morning heraldin mukaan l hett nyt sydneyyn my s pommin rakennusosia ,55.93936,0.32028827
3998,3998,Some of the West Midlands' wealthiest homeowners are again at loggerheads with determined travellers who have negotiated a council-dug trench to reclaim a field outside their mansions.,joku westista midlandeista varakkaimmista asunnonomistajista ovat taas loggerhead m  r tietoisten matkailijoiden kanssa  jotka ovat neuvotelleet kunnan kaivamasta juoksuhaudasta vaatia takaisin alan palatsien ulkopuolella ,l nsi midlandsin varakkaimpiin kuuluvat talonomistajat ovat j lleen tukkanuottasilla itsepintaisten kiertolaisten kanssa  jotka onnistuivat ylitt m  n kunnan kaivattaman ojan ja palaamaan talojen viereiselle pellolle ,53.092606,0.18705651
3999,3999,"In an early affidavit filed by Colin, he says he hopes to resolve the dispute.",varhain valaehtoinen todistus arkistoi colin  h n sanoo  ett  h n toivoo ratkaista kiistan ,colin kirjoittaa yhdess  ensimm isist  valaehtoisista todistuksistaan  ett  h n haluaisi p  st  asiassa ratkaisuun ,3.8745565,-2.1164103
4000,4000,A computer keyboard and headphones lay next to her severed head.,tietokonen pp imist  ja kuulokkeet makasivat h nen irti leikattun johtajan l hell  ,h nen irti leikatun p  ns  vieress  oli tietokoneen n pp imist  ja kuulokkeet ,7.997182,-1.9234663
4001,4001,"She barely spoke Finnish, and the Thai language wasn't widely spoken in Finland at the time.",h n pelk st  n puhui suomi  eik  thaimaalaisen kieli eiv t olleet laajasti puhunut suomessa aikana ,h n ei osannut juurikaan suomea  eiv tk  suomalaiset siihen aikaan viel  osanneet thaita ,58.603447,0.44497085
4002,4002,"""I said n---a, get off my property!""",sanoin n  poistuu kiinteist     ,etk  kuullut  sanoin  ett  poistu mailtani  n   u  ,41.28826,-0.3654017
4003,4003,"Their coach, Armenian Ghazaryan, has not obtained a visa for the UK.",heid n valmentaja  armenian ghazaryan  ei ole hankkinut viisumia yhdistyneeseen kuningaskuntaan ,kaksikon valmentaja  armenialainen ghazaryan ei kuitenkaan ole saanut viisumia isoon britanniaan ,74.27417,1.1783805
4004,4004,"Folayan said she and her director of photography Lucas Alvarado-Farrar ""just wanted to document"" what was happening.",folayan sanoi h n ja valokuvauksen johtajansa lucas alvarado farrarin  halusi vain dokumentoida  mik  tapahtui ,folayan sanoi  ett  h n ja kuvaaja lucas alvarado farrar  halusivat yksinkertaisesti kertoa   mit  oli tapahtumassa ,82.19351,1.5490156
4005,4005,"And the guy on the corner street, too.",ja tyyppi nurkassa kadulla my s ,ja tavallinen kaduntallaaja arvelee  ett  h nell  t ytyy olla jotain tekemist  asian kanssa ,55.24093,0.28760073
4006,4006,"And sometimes, they are hunted down, as apparently was photographer Ruben Espinosa, who was murdered in 2015 along with four women in a Mexico City apartment three months after fleeing Veracruz.",ja joskus heit  mets stet  n alas  kuten ilmeisesti olivat valokuvaaja ruben espinosa  joka murhattiin vuonna      nelj n naisen kanssa mexico cityin huoneistossa kolme kuukautta paettuaan veracruzista ,joskus rikolliset etsiv t toimittajan k siins   kuten ilmeisesti k vi valokuvaaja ruben espinosalle  joka murhattiin nelj n naisen kanssa mexico cityss  sijaitsevassa asunnossa vuonna      kolme kuukautta sen j lkeen  kun h n oli paennut veracruzista ,54.940674,0.27354842
4007,4007,No one forgets the death six years ago of blogger Maria Elizabeth Macias in the northern border state of Tamaulipas.,ei kukaan unohtaa kuoleman kuusi vuotta sitten blogg  maria elizabeth maciasista pohjoisessa rajatilassa tamaulipasista ,kukaan ei unohda bloggaaja maria elizabeth maciasin kuolemaa pohjoisessa tamaulipasin rajaosavaltiossa kuusi vuotta sitten ,22.157513,-1.2607449
4008,4008,"Talking to Russian outlet RSport earlier in the day, Smirnov admitted past problems in Russian anti-doping bodies, but added: ""We have said on numerous occasions, that the report contains controversial positions and regulations.",puhuen ven l inen myyntipiste rsport un varhemmin p iv n   smirnov hyv ksyi ongelmat ohi ven l iset dopingin vastainen elimiss   mutta lis si  ett    me olemme sanoneet lukuisissa tapauksissa  ett  raportti sis lt   kiistanalaisia asemia ja s  nn ksi  ,aiemmin samana p iv n  ven l iselle rsport urheilumedialle puhunut smirnov my nsi  ett  ven j n antidopingelimiss  on ollut ongelmia   olemme sanoneet useita kertoja  ett  raportissa on kiistanalaisia kannanottoja ja s  nn ksi  ,20.808264,-1.3238914
4009,4009,RUSADA was suspended from carrying out doping controls within Russia by WADA in November 2015 in the wake of the doping scandal.,rusada pid tettiin suorittamasta dopata valvontoja ven j n sis ll  wada  marraskuussa      dopinin skandaalin vanavedess  ,wada m  r si rusadan lopettamaan dopingvalvonnan ven j ll  marraskuussa       kun dopingskandaalin laajuus oli paljastunut ,27.970654,-0.98868257
4010,4010,A moped was stolen from a parking area in Joensuu sometime between 9 pm on Tuesday and 5 am on Wednesday.,mopo varastettiin pys k intialueelta joensuussa joskus v lill    ip tiistaina ja   ap keskiviikkona ,joensuulaiselta parkkipaikaltaa varastettiin mopo tiistain kello    ja keskiviikon kello   v lisen  aikana ,6.16354,-2.009283
4011,4011,"The message, for the imagined communist audience, is that Western culture can turn anything into fodder to binge.",sanoma  kuviteldulle kommunistille kuulijakunnalle  on  ett  l ntinen kulttuuri voi k  nty  mik  tahansa rehuksi binge ,viesti kuvitellulle kommunistiselle yleis lle on  ett  l nsimainen kulttuuri voi tehd  kaikesta kulutustavaraa ja pikaruokaa ,52.78753,0.17277853
4012,4012,"Of other highly exchanged companies, steel company Outokumpu went up by 1.6 per cent and energy company Fortum by 1.3 per cent.",toisista eritt in vaihdetuista yrityksist   ter syhti st  outokummusta meni     prosentilla ja energiayhti  n fortumiin     prosentilla ,muista vaihdetuimmista yhti ist  ter syhti  outokumpu nousi     prosenttia ja energiayhti  fortum     prosenttia ,54.981224,0.27544624
4013,4013,"They even created a comic book, Suppressed Images, illustrated by Shoili Kanungo, that envisioned a future where the president would commute Chelsea's sentence and she'd be able to see the exhibition in person.",he jopa loivat koomisen kirjan  suppressedeita imageseita  joita kuvaili shoili kanungo  tuo aavisti tulevaisuutta miss  presidentti vaihtaisi chelsean lausetta ja h n pystyisi n kem  n n yttelyn henkil kohtaisesti ,he jopa tekiv t yhdess  suppressed images  sarjakuvakirjan  jonka kuvitti shoili kanungo  siin  kuvattiin tulevaisuutta  jossa presidentti olisi lievent nyt chelsean tuomiota ja h n p  sisi katsomaan n yttely  ,69.094795,0.9359792
4014,4014,caused by a parasite called Trichomonas gallinae.,aiheutti loinen kutsui trichomonasin gallinaea ,sen aiheuttaa tietelliselt  nimelt  n trichomonas gallinae oleva alkuel in ,65.34126,0.7603091
